customer_id,age,gender,annual_income,education,marital_status,city,state,country,postal_code,signup_date,purchase_frequency,avg_purchase_value,total_spent,days_since_last_purchase,favorite_payment_method,electronics_score,clothing_score,home_decor_score,beauty_score,sports_score,books_score,food_score,website_visits_per_month,avg_session_duration,mobile_app_usage,desktop_usage,items_viewed_per_visit,cart_abandonment_rate,email_engagement_rate,support_tickets,satisfaction_score
6b741b0d,65,Non-binary,28321,Bachelor Degree,Married,Port Stephanie,NJ,US,03097,2022-12-17,6,58.01,348.05,116,Bank Transfer,86,63,64,65,68,93,70,2,1.72,14,88,3,75,36,0,4.5
c5ee75e1,72,Non-binary,118224,Master Degree,Single,Burnsshire,CA,US,54081,2023-08-24,15,35.38,530.7,86,Credit Card,22,28,53,47,37,38,24,6,17.41,64,25,5,53,9,1,6.8
11832aa2,57,Male,77150,Associate Degree,Divorced,Lake Elizabethberg,KS,US,79856,2022-07-20,7,33.4,233.79,58,PayPal,58,76,48,75,75,62,59,6,12.45,90,0,11,45,55,1,6.9
8170b75b,33,Male,59018,Master Degree,Divorced,West Kaitlyn,WA,US,52663,2020-07-25,12,15.0,180.0,47,Debit Card,64,73,72,71,65,62,74,2,18.93,50,54,19,32,40,0,7.6
ffa2e2c1,23,Female,117645,Associate Degree,Married,Alexanderville,VI,US,83919,2023-10-19,11,25.39,279.29,94,Bank Transfer,8,5,36,44,5,41,41,2,21.86,48,55,16,39,83,0,8.1
a89726a7,53,Female,45210,PhD,Widowed,Lisastad,TN,US,52729,2021-08-10,7,43.18,302.28,100,Debit Card,48,37,60,41,31,52,55,1,16.02,53,49,12,56,28,0,6.2
e26c0313,18,Non-binary,35480,Associate Degree,Married,Hallfort,MO,US,97390,2021-01-11,5,15.0,75.0,66,Debit Card,38,39,64,64,37,58,50,1,7.37,9,92,7,57,51,2,5.6
ab54fad8,34,Female,44179,Associate Degree,Single,Jacksonmouth,DE,US,63699,2021-07-11,7,15.0,105.0,27,Google Pay,81,82,88,87,60,60,78,4,15.29,16,99,11,43,25,1,7.0
34587443,71,Non-binary,66205,Bachelor Degree,Married,Christopherland,MA,US,97570,2023-03-01,7,15.0,105.0,84,Apple Pay,60,27,56,39,47,37,56,1,9.48,41,64,2,73,15,1,5.8
398e5cd3,74,Non-binary,30082,High School,Married,Lake Elizabeth,AS,US,92640,2022-10-23,3,15.0,45.0,22,Debit Card,36,21,17,13,15,14,27,1,1.13,53,36,5,82,0,2,4.4
23712884,69,Female,101857,High School,Widowed,North Amy,MA,US,55870,2021-06-28,13,24.56,319.34,62,Apple Pay,50,23,39,14,28,15,21,3,23.22,52,36,1,69,69,1,7.2
224849eb,20,Non-binary,59968,Associate Degree,Single,Lake Kristenberg,MS,US,56483,2024-05-05,7,70.64,494.49,34,Debit Card,58,71,69,73,34,51,38,5,14.87,30,83,15,63,55,0,6.8
d9ed9e30,28,Male,101660,Master Degree,Married,Cynthiamouth,MN,US,02021,2020-10-26,11,53.03,583.3,75,Debit Card,71,55,49,60,68,77,76,8,20.42,8,95,21,63,56,0,8.5
91987a5b,24,Male,21245,Associate Degree,Widowed,New Maryside,VT,US,85920,2020-08-22,7,15.0,105.0,20,Google Pay,17,36,45,44,8,40,38,4,11.38,67,29,18,24,41,0,5.5
32f419e4,75,Non-binary,38610,PhD,Single,Donnamouth,DC,US,76138,2020-12-06,1,15.0,15.0,87,Bank Transfer,60,53,50,29,60,54,41,3,2.13,98,8,6,59,0,1,4.5
af1c24a5,55,Non-binary,117261,PhD,Single,Ericaberg,ND,US,27208,2022-11-21,13,80.46,1046.04,18,PayPal,44,35,48,68,64,56,46,5,17.85,8,89,13,54,57,2,8.0
9fa05633,25,Non-binary,64709,High School,Widowed,Kimberlyberg,VI,US,30092,2021-08-09,7,48.96,342.69,27,Bank Transfer,71,77,74,57,60,78,88,7,18.64,32,77,12,60,87,0,7.4
58cdfd3f,41,Non-binary,52649,Bachelor Degree,Widowed,Staceyfurt,HI,US,45743,2021-01-15,11,15.0,165.0,27,Apple Pay,70,65,46,58,70,70,65,7,14.95,24,82,14,49,4,1,7.0
68999d1c,67,Non-binary,95797,Master Degree,Married,Lake Christopherbury,CO,US,22142,2020-06-24,9,23.93,215.37,111,Bank Transfer,21,35,17,13,20,39,32,5,23.43,85,30,13,72,43,1,6.8
595ef2ef,28,Female,25166,High School,Single,New Shaneburgh,TX,US,69119,2020-08-28,2,35.02,70.04,19,Apple Pay,97,86,64,63,75,73,82,4,15.39,0,93,7,66,19,0,6.1
a9920992,57,Non-binary,29852,PhD,Divorced,Adammouth,MA,US,39606,2021-04-14,3,74.42,223.26,77,Credit Card,71,100,91,88,60,72,93,3,4.2,19,80,5,74,31,5,5.5
da5cc01f,51,Non-binary,35002,Associate Degree,Married,Douglasmouth,GA,US,18834,2021-06-30,4,29.52,118.07,5,PayPal,15,25,20,32,40,37,40,5,6.08,36,65,1,52,7,0,5.6
455ae2a1,65,Non-binary,84506,High School,Single,North Lauraberg,FL,US,45605,2022-03-12,3,15.0,45.0,37,Bank Transfer,88,90,75,75,70,67,91,6,14.2,100,5,9,55,59,0,6.9
0da3e2f3,18,Female,76096,Associate Degree,Widowed,East David,MO,US,05529,2022-06-09,6,58.81,352.85,14,Google Pay,36,22,25,11,36,20,38,3,15.37,89,16,15,62,14,2,7.3
7a7b509e,42,Non-binary,77579,Master Degree,Married,Lake Julieborough,LA,US,62374,2021-01-10,9,25.6,230.42,44,Apple Pay,72,80,44,73,50,59,47,4,13.08,35,58,9,28,53,0,7.8
020158dd,44,Female,78814,PhD,Single,North Brendaborough,ID,US,92862,2021-05-06,4,95.0,379.99,107,PayPal,33,20,40,36,19,50,26,5,19.7,48,48,10,54,26,0,7.9
57aaccfe,35,Male,43577,Associate Degree,Widowed,New Bruceborough,WA,US,52601,2021-02-21,8,34.66,277.24,26,Debit Card,62,63,60,61,59,62,86,8,15.61,28,57,4,47,48,2,6.8
d125e8fe,61,Non-binary,39255,Master Degree,Single,West Benjamin,FL,US,36907,2020-12-27,5,43.25,216.26,110,Google Pay,32,25,41,22,33,38,19,4,18.03,55,48,8,42,18,3,5.5
b85360ac,32,Non-binary,65510,Associate Degree,Single,Lake Juliefurt,SD,US,34231,2022-04-30,12,65.26,783.15,103,Apple Pay,64,32,62,52,55,41,59,5,15.18,100,6,10,53,16,1,7.6
8b6ad83f,62,Male,75404,High School,Married,North Ronald,NH,US,85058,2023-02-23,7,41.27,288.87,75,Credit Card,43,59,36,31,55,36,35,1,15.01,35,73,13,57,2,2,6.6
8c81741f,29,Female,48781,Master Degree,Married,Ochoaport,MA,US,63272,2022-12-04,5,58.2,290.98,90,PayPal,48,40,51,34,59,31,59,7,9.98,61,29,13,76,43,1,6.8
1e51cbd6,53,Female,116003,Master Degree,Married,North Jeffrey,LA,US,47334,2024-06-16,16,37.43,598.82,103,Bank Transfer,39,9,20,35,40,17,49,8,15.45,51,53,13,54,46,0,8.0
52adb129,34,Non-binary,52250,PhD,Single,Griffithfort,GU,US,09323,2023-01-16,9,74.66,671.92,13,Bank Transfer,13,23,26,40,50,16,38,3,21.8,72,26,11,51,43,1,7.3
435cb663,53,Non-binary,75947,Bachelor Degree,Divorced,Lake Christopher,MN,US,00876,2025-03-01,2,15.0,30.0,53,Credit Card,60,34,58,58,56,33,40,5,10.56,41,69,6,67,18,2,7.2
5d72a43e,74,Male,50333,Master Degree,Divorced,Lake Bonniefort,MP,US,78348,2022-09-04,4,44.46,177.83,81,Debit Card,65,95,76,81,95,94,91,4,6.31,32,51,1,29,21,6,4.9
a021ce00,39,Male,39555,Bachelor Degree,Divorced,Wallmouth,OH,US,93746,2021-08-12,7,15.0,105.0,38,Bank Transfer,55,42,34,45,40,54,50,2,20.27,99,0,7,44,67,1,6.6
c9190915,72,Male,34610,Associate Degree,Married,Wilcoxburgh,AR,US,49191,2021-07-25,8,16.2,129.6,33,Bank Transfer,49,57,54,69,50,50,48,2,3.12,98,13,13,72,20,1,4.4
74969542,19,Female,117655,PhD,Single,Christopherport,AL,US,47247,2024-09-10,16,15.0,240.0,34,Google Pay,14,33,28,23,24,27,37,5,19.9,56,43,16,40,65,0,8.0
cc641140,19,Male,103368,Bachelor Degree,Divorced,East Lindsey,SD,US,18964,2020-06-06,12,15.0,180.0,61,Apple Pay,89,72,90,83,63,89,66,6,23.47,63,50,14,29,55,1,8.3
6fafd129,45,Non-binary,54033,PhD,Divorced,Barbarastad,CO,US,09824,2023-04-30,7,67.9,475.29,62,Google Pay,19,42,33,37,40,30,23,5,18.54,20,75,8,48,50,3,6.7
e4a2048e,40,Female,40717,Master Degree,Single,Williammouth,MN,US,11444,2021-06-02,4,15.0,60.0,119,Apple Pay,90,79,60,87,78,98,74,1,14.01,86,21,9,15,21,1,6.5
b433cf2c,44,Non-binary,42243,Master Degree,Widowed,Rodriguezburgh,VA,US,14702,2023-11-16,7,15.0,105.0,21,Bank Transfer,71,71,61,63,52,74,87,3,19.57,32,74,13,31,56,0,6.5
0556baa4,59,Non-binary,35662,PhD,Divorced,Nelsonburgh,CO,US,19078,2022-12-17,9,17.81,160.3,25,Credit Card,19,29,18,51,40,50,39,3,9.55,36,77,15,53,27,2,5.2
07c308c3,38,Male,108238,Associate Degree,Single,Elizabethmouth,AL,US,20228,2022-04-11,20,79.83,1596.69,3,Debit Card,24,23,14,34,6,20,11,11,35.29,20,80,8,54,69,2,8.8
3f7b9966,44,Female,65036,Master Degree,Divorced,Lake Victormouth,MT,US,54291,2022-09-04,9,15.0,135.0,90,Credit Card,26,30,24,38,46,25,55,6,14.22,43,50,11,54,35,1,7.4
eb9002a6,71,Male,81394,High School,Married,Bradyside,CT,US,83538,2023-02-12,0,15.0,0.0,99,Apple Pay,17,27,44,21,48,28,45,2,6.0,37,61,10,58,0,1,6.1
4b9024d2,58,Non-binary,53647,High School,Single,East Krystalhaven,GU,US,97657,2023-11-09,10,15.0,150.0,62,Bank Transfer,31,42,22,32,26,34,59,6,21.46,33,51,1,69,47,1,6.0
ba89e96d,55,Male,123702,Master Degree,Married,North Samuelshire,FL,US,04147,2025-03-23,10,19.48,194.84,6,Google Pay,80,88,59,73,55,65,60,10,24.19,58,50,15,49,30,0,7.6
30ef2aa3,21,Female,32574,Associate Degree,Single,South Saraville,CT,US,19091,2024-07-27,4,27.05,108.21,63,Debit Card,55,42,48,32,21,44,42,3,18.05,70,18,8,74,11,1,5.9
241b0eea,63,Female,108345,PhD,Divorced,Victoriafort,RI,US,79143,2022-03-26,6,84.54,507.26,90,Apple Pay,48,23,46,34,32,41,29,3,7.73,95,20,13,57,33,1,7.3
c16ace61,22,Non-binary,55023,Associate Degree,Widowed,Grahamfurt,ID,US,33281,2023-08-14,8,56.4,451.19,105,PayPal,57,63,34,74,66,58,45,4,9.32,97,12,3,50,40,1,6.9
c6f98929,33,Female,58391,High School,Widowed,Carterhaven,MI,US,52707,2024-03-18,13,15.0,195.0,68,Bank Transfer,66,40,70,49,51,57,51,9,27.18,17,80,15,71,26,2,7.2
49bda094,71,Male,56080,Associate Degree,Single,Flemingchester,MD,US,42459,2024-02-22,6,57.87,347.2,14,Apple Pay,18,14,48,36,43,45,51,4,6.93,68,20,1,67,39,1,5.4
02a121df,32,Non-binary,25207,High School,Single,Cummingsview,MD,US,99288,2024-02-08,8,70.07,560.55,84,Apple Pay,64,88,99,62,82,94,85,6,9.8,73,26,1,71,23,1,6.2
b74c31e4,51,Male,61956,High School,Divorced,Lake Mirandaview,FM,US,06147,2024-11-02,9,15.0,135.0,28,Google Pay,12,20,40,30,18,18,39,6,11.76,73,44,9,20,50,1,6.6
5bd43182,53,Non-binary,72180,PhD,Widowed,Braymouth,WI,US,96296,2021-02-02,7,61.09,427.65,14,Bank Transfer,58,65,63,42,46,47,71,7,11.26,40,54,9,26,30,0,7.2
212a07a7,56,Female,47859,Bachelor Degree,Divorced,Kathleenport,VT,US,60010,2022-03-11,5,15.0,75.0,42,PayPal,66,53,46,64,41,62,60,3,13.48,28,76,14,46,30,0,6.0
8ef9a7ea,46,Female,32117,Master Degree,Single,Ryanberg,MO,US,66324,2021-03-15,7,44.12,308.85,5,PayPal,39,71,46,57,38,57,52,3,0.17,21,68,6,41,37,1,6.0
8e91a0af,53,Non-binary,97078,PhD,Married,East Dariuston,OK,US,35389,2024-09-29,10,21.48,214.8,5,Apple Pay,31,30,38,45,59,37,36,3,15.15,24,66,22,21,100,1,8.0
f0a2b4c7,43,Non-binary,44918,Associate Degree,Single,Lake Thomasmouth,AK,US,23768,2021-03-21,9,15.0,135.0,42,Apple Pay,42,47,17,49,30,13,47,7,12.66,29,61,1,78,32,2,6.6
26871545,74,Female,281855,Master Degree,Single,Smithstad,ME,US,93582,2020-05-25,12,26.0,312.06,99,Debit Card,85,47,87,87,71,50,66,5,11.47,52,54,12,49,26,1,6.9
f8748880,27,Female,55781,PhD,Married,Archerhaven,HI,US,35275,2024-06-01,9,15.0,135.0,7,Bank Transfer,71,74,84,82,78,51,60,3,17.06,45,50,13,59,76,1,6.9
50d8f3ec,39,Male,83375,Master Degree,Single,West Margaret,DE,US,07473,2022-03-15,20,15.0,300.0,52,PayPal,30,37,32,13,13,35,40,9,22.05,21,90,20,21,100,0,8.4
3eb337f9,30,Non-binary,19697,PhD,Married,Glenchester,TX,US,42769,2023-12-01,6,15.0,90.0,10,PayPal,76,69,85,54,56,75,76,1,10.06,32,63,8,44,10,0,5.9
a5ba196b,56,Non-binary,43575,High School,Divorced,New Rebecca,WY,US,32305,2024-04-29,7,33.39,233.75,45,Google Pay,80,91,61,80,54,66,64,6,4.04,62,23,4,53,0,2,5.6
263ebab1,65,Male,29746,Associate Degree,Married,Lake Jamieberg,OH,US,97549,2020-05-27,5,15.0,75.0,107,PayPal,21,7,19,28,30,1,21,4,-2.47,27,75,1,57,0,2,4.7
001b5c26,52,Non-binary,77101,Bachelor Degree,Widowed,Myersville,ME,US,53527,2021-10-13,8,34.59,276.73,94,Debit Card,45,68,81,77,46,60,54,6,18.84,2,100,10,22,24,4,7.2
51ac415d,21,Female,67972,High School,Single,Cruzville,NH,US,55144,2023-02-05,9,15.0,135.0,85,PayPal,65,48,43,60,66,56,66,5,14.27,43,49,8,67,41,2,7.2
cc5548e6,73,Non-binary,26020,PhD,Single,Jonesfort,MS,US,62334,2024-03-25,1,15.0,15.0,26,Google Pay,64,30,31,44,62,48,50,2,8.45,43,41,1,67,15,2,4.2
5c009ae2,61,Female,39884,Bachelor Degree,Divorced,South Sarahfort,MD,US,30848,2023-12-14,6,87.3,523.78,65,PayPal,54,91,67,75,52,86,68,4,12.84,22,79,1,64,12,0,5.3
ab9c5a4a,23,Non-binary,69319,Master Degree,Married,Andersonshire,OH,US,26680,2022-12-08,6,15.0,90.0,31,Google Pay,36,28,47,30,37,43,17,5,16.73,14,87,7,58,44,0,7.4
25c808d6,61,Male,95737,Associate Degree,Divorced,Masonstad,RI,US,73730,2021-05-31,9,15.0,135.0,91,Google Pay,66,85,67,94,68,78,62,5,22.07,48,39,10,30,48,1,7.3
60cfe858,71,Male,88908,High School,Divorced,Port April,RI,US,66043,2020-05-04,9,41.39,372.55,53,Apple Pay,47,59,36,28,31,25,27,2,4.19,27,90,6,26,28,0,6.5
a05deb30,56,Non-binary,64577,PhD,Married,West Tinachester,PA,US,97401,2021-12-06,4,91.29,365.15,30,Debit Card,44,65,48,73,51,75,81,5,22.67,56,54,5,56,22,2,6.4
7b9a46b6,72,Female,92132,Master Degree,Widowed,Wilsonstad,MI,US,25882,2024-07-03,12,15.0,180.0,21,Debit Card,16,40,14,31,40,28,26,7,19.99,67,19,7,57,11,2,6.7
e854b3dc,73,Non-binary,35030,Master Degree,Divorced,West Shawnaborough,NM,US,92940,2020-05-31,5,56.99,284.97,59,Debit Card,52,29,65,51,47,52,66,0,14.46,100,15,6,79,20,0,4.7
e986898a,51,Non-binary,31307,High School,Single,North Tiffany,UT,US,58209,2022-09-29,7,15.0,105.0,59,Credit Card,71,89,90,81,58,91,80,1,12.59,61,39,8,66,25,2,5.6
c2cd4e08,36,Female,67273,Master Degree,Divorced,Sandraview,AS,US,99239,2020-12-08,10,19.86,198.6,106,PayPal,39,56,47,68,32,62,38,6,22.74,56,57,8,53,42,1,7.6
53928648,64,Non-binary,40908,High School,Married,East Kelseyport,MA,US,75353,2020-11-28,6,29.45,176.73,75,Bank Transfer,42,59,60,54,62,35,45,4,14.48,41,58,3,58,43,1,5.0
448aa434,34,Female,59380,Associate Degree,Single,Jordanfort,DC,US,30309,2024-10-06,9,59.93,539.35,15,Bank Transfer,68,51,33,61,52,60,67,4,13.56,96,12,9,51,34,1,7.6
c5cd8915,20,Male,28532,Bachelor Degree,Married,Ashleychester,CA,US,84634,2024-05-13,9,15.0,135.0,112,Debit Card,14,37,30,30,39,29,51,4,9.35,12,77,1,60,24,0,5.4
33c7ce32,57,Female,183354,High School,Widowed,South Kathryn,SD,US,10782,2022-06-26,11,15.0,165.0,110,Apple Pay,34,72,65,49,47,71,64,4,5.42,49,46,11,23,41,0,7.9
dfa1ba6f,56,Male,28632,Associate Degree,Divorced,South Jessica,FM,US,54230,2021-10-19,4,54.08,216.33,81,Google Pay,65,55,63,61,55,74,54,1,19.89,5,93,14,41,54,1,5.5
b3d91d5f,37,Female,58010,High School,Single,South Joseside,VT,US,62086,2024-08-30,8,18.88,151.01,54,Debit Card,28,49,48,46,45,21,39,9,12.62,75,16,6,41,68,2,7.2
8953c61b,67,Female,43665,Bachelor Degree,Divorced,Gravesburgh,VA,US,77775,2023-02-24,0,24.16,0.0,105,Credit Card,75,83,52,66,78,56,55,2,5.69,67,30,1,80,36,0,5.4
f27cc3c5,44,Non-binary,83239,Associate Degree,Married,Tommybury,FM,US,22694,2021-11-04,13,28.67,372.71,8,Credit Card,76,69,41,66,74,54,63,6,27.77,60,37,7,27,48,2,8.1
e82366bf,54,Non-binary,64571,Bachelor Degree,Married,Port Shawn,PW,US,14868,2021-10-30,6,15.0,90.0,73,Apple Pay,73,64,64,44,72,47,51,4,12.57,87,0,6,37,42,2,6.5
1a30fed6,47,Non-binary,63369,High School,Married,Wigginsbury,TX,US,26148,2020-10-16,12,41.42,497.01,79,Apple Pay,28,47,48,61,66,39,26,3,12.85,63,33,8,60,43,0,6.8
2923e361,37,Female,96704,PhD,Divorced,Morenoburgh,FM,US,39835,2020-12-22,12,82.17,986.08,1,Credit Card,64,64,68,79,82,44,54,7,28.71,19,85,19,73,51,0,8.9
981eef0f,69,Male,59716,Associate Degree,Widowed,Mcdanieltown,LA,US,35618,2024-05-27,8,55.03,440.27,81,Apple Pay,91,78,86,83,60,90,76,3,10.25,56,50,7,65,19,3,5.8
ffc39701,19,Male,37686,PhD,Divorced,Lake Andrewfurt,CO,US,92871,2020-10-16,4,24.34,97.38,118,PayPal,13,21,5,25,28,44,38,5,9.41,92,24,1,88,43,1,6.0
db1b8b5b,29,Non-binary,59476,High School,Divorced,Williamsport,ME,US,03678,2021-04-27,12,27.09,325.05,110,PayPal,47,62,71,50,76,60,68,3,23.53,44,50,18,43,69,2,7.4
4b3482bd,37,Male,52670,High School,Divorced,Harrisview,SD,US,76024,2020-11-15,11,15.0,165.0,5,Debit Card,63,86,90,59,88,90,67,7,8.19,24,86,12,33,52,1,7.2
82ebbccb,67,Female,86579,Associate Degree,Single,New Garyfort,OR,US,33264,2020-08-31,9,15.0,135.0,67,Bank Transfer,21,10,37,32,41,15,8,4,16.95,22,77,8,33,22,2,6.5
45d9748f,39,Female,79713,High School,Single,Port Alexander,NC,US,98562,2022-05-10,9,17.44,157.0,99,Bank Transfer,66,48,83,66,87,60,67,7,15.67,19,77,21,52,40,1,8.3
2c58d413,38,Female,96598,High School,Divorced,Thomasborough,MA,US,98380,2024-06-09,9,15.0,135.0,21,PayPal,7,46,42,39,13,20,41,3,18.64,35,62,10,42,70,0,8.6
5dcdd63b,63,Female,52239,PhD,Married,Lorichester,OR,US,96094,2024-04-25,5,55.5,277.49,10,PayPal,60,73,67,42,47,40,69,2,13.18,81,2,5,79,3,1,5.8
3adc26dd,21,Male,55478,Master Degree,Widowed,North Derrickmouth,NE,US,87643,2024-04-09,3,22.66,67.97,91,Google Pay,94,97,85,96,79,76,78,4,16.58,88,10,3,51,36,0,6.7
76dbca2c,54,Male,51941,High School,Widowed,Townsendstad,VA,US,56085,2024-09-23,6,52.67,316.02,59,PayPal,72,73,57,57,52,82,59,4,14.42,93,3,13,61,15,1,6.2
883f3a5c,68,Female,25027,Master Degree,Widowed,Joshuaton,OK,US,04489,2025-02-08,7,15.0,105.0,9,Apple Pay,29,37,36,17,25,29,45,3,7.34,63,35,5,69,4,0,4.6
f5a0f3fc,70,Non-binary,32480,High School,Divorced,West Marymouth,MH,US,93471,2022-02-27,4,61.28,245.1,84,Credit Card,69,84,79,75,87,76,65,4,4.93,69,32,4,55,33,3,4.7
a0578588,42,Male,60464,Bachelor Degree,Married,Carrollland,OK,US,61188,2020-09-17,8,15.0,120.0,89,Google Pay,54,63,48,61,42,38,31,5,12.98,81,31,7,35,5,1,7.0
7dfd9a17,55,Non-binary,27531,Master Degree,Divorced,Robertborough,KY,US,26613,2022-03-01,7,70.54,493.81,13,Apple Pay,30,36,15,49,17,49,35,1,8.84,42,58,6,82,20,3,5.1
c4297f1f,31,Male,84801,PhD,Single,Anthonyville,NC,US,86789,2021-01-11,10,42.76,427.56,19,Bank Transfer,37,43,27,33,48,45,37,8,30.76,19,79,11,45,76,0,8.4
7cc22bc4,68,Non-binary,33674,Bachelor Degree,Widowed,Simonfort,MP,US,32428,2021-04-01,2,15.0,30.0,118,PayPal,42,5,44,37,30,13,23,1,5.14,13,84,1,85,19,3,4.6
3774b3b0,63,Non-binary,53750,Bachelor Degree,Single,Lauraberg,AS,US,45865,2020-06-12,6,15.0,90.0,37,Credit Card,42,52,40,55,35,39,40,3,8.2,45,57,10,62,27,1,5.6
249dd12c,48,Male,66317,Associate Degree,Widowed,Port Sabrina,MS,US,17344,2020-07-18,14,15.0,210.0,119,PayPal,79,62,71,61,61,53,57,1,6.55,58,40,13,50,48,1,7.2
d604e121,26,Male,72169,Associate Degree,Widowed,Lopezborough,ME,US,57569,2020-06-14,5,82.96,414.78,59,Bank Transfer,65,77,49,67,70,65,73,2,13.35,84,18,8,40,41,2,7.4
5d46ff27,29,Female,49092,PhD,Single,Wiseport,NE,US,34402,2022-01-13,10,33.53,335.29,64,Bank Transfer,47,32,41,49,51,38,17,6,9.3,100,7,18,47,47,2,6.9
646b4671,25,Non-binary,48872,Master Degree,Single,Campbellville,VI,US,64676,2024-06-24,4,15.0,60.0,94,Bank Transfer,50,62,66,38,66,72,38,4,18.47,34,67,14,56,30,3,6.8
e24027e1,69,Non-binary,27260,Bachelor Degree,Single,Lake Trevor,MH,US,36505,2023-05-08,3,20.09,60.27,69,Credit Card,59,62,60,66,51,56,52,4,3.51,95,2,1,35,2,2,4.4
18a85263,20,Non-binary,88194,PhD,Divorced,New Jose,ME,US,81186,2021-03-14,13,46.17,600.23,101,Google Pay,19,56,46,53,26,52,19,6,27.37,64,43,14,13,63,0,7.5
90bf79a2,36,Female,57656,High School,Married,North Jenna,IN,US,08853,2022-06-10,12,69.03,828.3,10,PayPal,24,55,33,33,32,16,23,7,22.78,68,33,14,89,29,2,7.6
d489528c,41,Male,41909,Bachelor Degree,Married,Lake Traci,MN,US,40351,2022-07-22,6,15.0,90.0,24,Google Pay,57,76,60,64,93,64,86,2,14.92,78,26,10,49,4,3,6.5
a0dd7578,60,Female,94288,Associate Degree,Married,Bellborough,MT,US,79045,2022-01-13,8,51.55,412.39,94,PayPal,19,10,6,13,32,28,33,7,20.39,37,66,12,60,39,1,7.4
9aa6adf7,61,Non-binary,109203,Master Degree,Widowed,New Ashleychester,AK,US,43102,2023-10-21,8,39.43,315.44,19,Google Pay,82,55,73,83,79,75,88,9,17.76,59,24,2,16,8,0,7.7
5f4f3aec,58,Female,37981,Master Degree,Divorced,Port Cassandramouth,VI,US,21376,2023-05-25,5,45.77,228.83,35,PayPal,57,67,88,76,80,66,88,2,8.47,83,22,11,50,23,2,5.4
f60b2a09,38,Non-binary,38795,High School,Single,Katherineshire,WV,US,15152,2020-08-11,6,50.16,300.98,9,Credit Card,32,59,32,54,48,40,44,4,14.97,16,64,2,66,0,1,6.9
dc340cce,23,Male,43560,PhD,Married,West Anna,VT,US,38671,2021-11-30,4,15.0,60.0,82,Credit Card,52,50,83,53,69,81,56,7,7.18,84,8,3,80,30,1,6.3
e5b13dd2,47,Non-binary,91591,High School,Widowed,New Melissa,MD,US,69095,2023-09-22,8,61.54,492.28,99,Apple Pay,64,60,54,48,61,47,68,10,20.06,29,59,15,25,38,0,8.0
ba081ca1,29,Female,39485,High School,Widowed,West Elizabeth,MO,US,82604,2024-02-25,7,15.72,110.05,79,Apple Pay,42,17,20,45,38,24,50,4,18.16,68,33,26,33,43,0,6.3
641e022a,20,Male,48740,High School,Divorced,East John,WV,US,76689,2020-12-01,4,47.18,188.71,58,Credit Card,88,66,97,57,59,81,74,5,5.32,15,86,5,42,11,1,6.5
8928823b,18,Non-binary,42478,Master Degree,Widowed,Travisburgh,MA,US,66992,2022-10-30,8,63.44,507.5,52,Bank Transfer,53,83,63,49,73,79,56,3,9.5,57,43,16,38,26,1,6.0
ad876f99,43,Male,132522,High School,Divorced,Lukehaven,NJ,US,13990,2022-04-12,9,42.44,381.95,110,PayPal,34,23,17,16,40,7,29,6,18.15,65,35,7,36,73,1,8.3
ccf4577b,58,Non-binary,24414,Bachelor Degree,Widowed,Elliottchester,AL,US,53464,2024-10-19,4,54.01,216.06,114,Bank Transfer,40,36,30,40,29,65,43,0,5.91,40,58,8,39,44,1,5.0
e2f2b50b,49,Non-binary,36350,Master Degree,Single,Craneton,WI,US,86932,2025-01-25,7,15.0,105.0,44,Credit Card,23,46,28,34,54,50,55,4,12.59,22,82,8,43,69,0,5.8
3dbdd0a8,20,Non-binary,58150,Associate Degree,Widowed,New Christopher,IA,US,43471,2021-08-10,4,58.08,232.32,3,Apple Pay,97,60,73,66,58,69,98,3,13.48,3,88,9,43,66,2,6.8
46665f91,57,Male,52133,PhD,Single,Allenchester,AZ,US,66589,2020-09-09,4,15.0,60.0,105,Credit Card,38,45,46,21,11,19,34,5,8.97,35,66,4,51,27,0,5.8
3bdccd12,61,Non-binary,88663,PhD,Married,Prestonberg,SD,US,43811,2023-06-22,15,15.0,225.0,108,Debit Card,50,85,59,69,52,55,65,7,24.76,17,80,14,49,28,1,7.1
bd5753ec,53,Male,30271,Master Degree,Married,East Kendra,IL,US,40934,2022-01-05,6,15.0,90.0,6,Debit Card,46,45,30,16,7,37,11,5,11.54,0,91,8,32,37,1,5.7
c716dbe4,74,Female,23051,Master Degree,Widowed,Port Michael,DC,US,58125,2021-05-24,5,37.6,188.0,17,Debit Card,49,26,42,37,35,24,20,2,15.21,52,47,7,85,26,1,3.9
0f9fea28,63,Female,67381,PhD,Single,Scottville,NH,US,02617,2021-10-04,7,15.0,105.0,106,PayPal,48,22,57,37,34,29,55,4,7.55,100,3,15,31,43,0,6.4
3c3e1348,50,Male,51304,Master Degree,Married,Port Jodi,LA,US,49220,2023-09-22,9,15.0,135.0,7,Debit Card,16,37,38,18,17,9,10,6,10.24,63,31,8,32,54,2,6.5
ad9942d7,34,Female,18329,PhD,Widowed,Farmerhaven,GA,US,21232,2025-01-12,9,39.78,358.01,14,Bank Transfer,37,14,13,4,34,35,10,3,10.51,4,96,4,45,32,1,6.3
69d3b88e,55,Female,60569,Master Degree,Married,South Trevorshire,ID,US,16994,2021-01-31,8,50.56,404.45,87,PayPal,21,34,28,20,29,40,26,6,13.53,34,54,1,56,45,1,6.6
