transaction_id,customer_id,transaction_date,transaction_amount,item_category,item_count
T005556,74969542,2024-11-18,13.96,Food,1
T005557,1886c0b1,2024-08-10,58.67,Beauty,3
T005558,983939a5,2024-03-12,68.39,Electronics,1
T005559,6a95c90b,2024-10-29,16.59,Beauty,5
T005560,820c59d7,2024-12-10,16.23,Sports,4
T005561,a70fb7fc,2023-08-04,40.66,Sports,3
T005562,ef8a4579,2020-11-01,52.11,Food,3
T005563,1859170e,2022-10-03,17.76,Clothing,1
T005564,b971c227,2024-01-22,36.91,Books,6
T005565,6425ba7a,2023-12-06,12.57,Clothing,2
T005566,d9a5fd36,2023-10-30,22.45,Clothing,1
T005567,db6bd915,2024-11-05,29.06,Clothing,1
T005568,3a2e65e8,2023-05-10,14.11,Food,1
T005569,6c07ba5a,2022-09-06,16.95,Beauty,1
T005570,664ccc7d,2023-03-02,73.38,Home Decor,1
T005571,5d90175a,2023-05-20,86.85,Food,3
T005572,bbede70e,2024-05-31,23.24,Clothing,4
T005573,2fca2760,2021-08-23,19.76,Electronics,2
T005574,e74fc165,2024-05-31,11.6,Food,2
T005575,2eb599da,2024-03-16,28.1,Books,1
T005576,ab54fad8,2022-04-13,21.51,Sports,3
T005577,78a595f8,2024-06-11,92.73,Clothing,3
T005578,9a47de2a,2023-08-24,15.28,Food,3
T005579,d7905ff6,2024-12-28,90.7,Sports,3
T005580,b03f3cf3,2025-03-16,85.26,Beauty,1
T005581,d1d6968f,2023-08-04,63.47,Electronics,2
T005582,5a9bf81c,2024-04-13,13.66,Beauty,1
T005583,60319308,2022-12-12,31.52,Electronics,3
T005584,8d062c54,2025-01-15,85.08,Home Decor,2
T005585,667fc53d,2025-01-01,19.53,Food,1
T005586,e9cb35ed,2024-11-20,11.57,Electronics,2
T005587,18b83294,2024-11-04,28.13,Food,1
T005588,a2d56049,2022-12-18,65.17,Books,4
T005589,4123fd26,2025-03-14,19.54,Sports,2
T005590,2893b6c2,2021-04-01,41.68,Food,2
T005591,86dbdb03,2024-05-23,53.5,Food,1
T005592,b3eda3cf,2024-09-17,12.64,Sports,1
T005593,271b216d,2024-08-15,23.95,Clothing,1
T005594,d6e60146,2024-08-21,46.01,Books,1
T005595,f4e7663e,2025-02-23,54.21,Beauty,2
T005596,29be1d63,2025-02-02,46.68,Home Decor,1
T005597,73b4a8a9,2023-06-08,78.72,Beauty,4
T005598,6db77f50,2025-04-04,15.96,Food,5
T005599,089175a9,2024-11-27,28.3,Beauty,1
T005600,29d54a66,2023-12-27,48.3,Beauty,1
T005601,438acf94,2024-08-31,20.55,Food,3
T005602,a16123a1,2024-07-14,51.58,Food,3
T005603,23712884,2022-10-05,33.36,Sports,2
T005604,cd7a1b5b,2024-05-22,20.16,Sports,4
T005605,86e40349,2023-12-01,19.44,Food,6
T005606,530d07b2,2024-05-14,10.74,Books,1
T005607,f62ddbd5,2025-03-28,58.15,Books,1
T005608,29be1d63,2023-12-05,38.53,Books,2
T005609,f546262a,2024-10-24,24.4,Food,2
T005610,d8d75895,2021-12-09,53.09,Electronics,3
T005611,6a5a38e8,2025-01-15,15.03,Home Decor,4
T005612,b3eda3cf,2024-05-11,13.25,Sports,1
T005613,1526d149,2024-08-12,28.65,Home Decor,1
T005614,8de7a09b,2025-02-26,55.56,Books,1
T005615,ef39b9f6,2025-03-09,90.54,Beauty,2
T005616,d5f6dffa,2023-06-29,37.65,Electronics,1
T005617,cc641140,2020-07-20,10.44,Home Decor,1
T005618,f983c12c,2023-07-12,33.46,Home Decor,2
T005619,34049b70,2022-06-15,85.09,Home Decor,2
T005620,2bdbe741,2023-03-17,34.89,Sports,1
T005621,212a07a7,2023-10-26,17.53,Sports,2
T005622,2d07a5be,2024-06-24,64.03,Clothing,2
T005623,8220fa10,2024-12-04,16.62,Beauty,3
T005624,d735a9ac,2021-12-01,16.78,Clothing,2
T005625,62d4e719,2025-02-07,49.37,Sports,2
T005626,50bdcfdc,2025-02-23,14.91,Books,2
T005627,a89726a7,2022-01-27,37.27,Clothing,2
T005628,2833a9df,2025-03-22,24.3,Food,3
T005629,dc6cdfd1,2023-01-12,68.36,Sports,2
T005630,32f419e4,2023-06-26,11.51,Books,3
T005631,9411eec5,2021-07-05,33.24,Sports,1
T005632,82e9f0f1,2024-04-20,10.41,Clothing,2
T005633,d79608aa,2022-02-23,9.85,Sports,2
T005634,a05deb30,2022-09-18,122.73,Clothing,4
T005635,5be152a6,2024-02-27,71.91,Books,3
T005636,fc9dd92e,2024-01-13,30.53,Clothing,3
T005637,452c7cb5,2022-07-30,10.14,Clothing,3
T005638,448aa434,2025-02-06,70.75,Sports,1
T005639,64b31aec,2024-02-09,78.53,Electronics,1
T005640,93c78391,2022-11-26,56.74,Clothing,4
T005641,ee96ef3e,2025-02-24,15.99,Clothing,2
T005642,50b5bce3,2022-08-10,99.49,Food,3
T005643,145e335d,2023-09-05,12.49,Sports,2
T005644,8b5ddbbf,2025-03-30,8.06,Beauty,1
T005645,2b9f1cf4,2025-02-13,18.85,Clothing,4
T005646,e82366bf,2025-01-09,13.67,Clothing,3
T005647,747fb22b,2024-02-26,19.39,Electronics,3
T005648,8220fa10,2024-11-26,11.15,Home Decor,2
T005649,53dac413,2025-03-12,28.27,Beauty,3
T005650,14a90d35,2024-04-01,12.23,Food,3
T005651,3eb337f9,2024-07-11,15.21,Food,3
T005652,5743ad9d,2024-09-17,14.12,Sports,2
T005653,6c6dd112,2024-07-11,26.95,Sports,1
T005654,5a9bf81c,2025-02-16,17.46,Clothing,1
T005655,e14ba73c,2023-08-07,21.21,Food,1
T005656,ad9942d7,2025-03-02,28.84,Electronics,2
T005657,499f2c67,2024-05-28,22.22,Clothing,2
T005658,ebb34c6f,2024-10-02,50.44,Food,1
T005659,487ce642,2023-06-24,71.83,Clothing,3
T005660,fe3904e7,2025-03-05,23.23,Food,2
T005661,d3a68ef9,2022-05-18,90.01,Electronics,3
T005662,84d6893b,2024-12-04,15.18,Books,2
T005663,848d7121,2022-07-18,15.17,Books,2
T005664,669fff3c,2025-03-31,17.92,Home Decor,2
T005665,0234639b,2025-02-12,15.14,Sports,1
T005666,30ef2aa3,2024-12-01,28.81,Food,3
T005667,b90d0e04,2024-11-21,58.18,Sports,2
T005668,af62832c,2023-12-16,38.09,Electronics,2
T005669,a3615856,2022-06-27,13.12,Food,4
T005670,49bda094,2024-10-09,96.67,Sports,2
T005671,c5f160ac,2025-03-16,27.27,Beauty,3
T005672,4123fd26,2025-01-12,15.63,Food,1
T005673,073ff141,2024-11-27,27.28,Food,1
T005674,baaaa800,2023-11-24,27.57,Electronics,3
T005675,f7396573,2022-11-11,15.54,Electronics,1
T005676,4d6ec1d2,2024-07-10,14.84,Food,3
T005677,4a2e4eda,2021-07-06,10.73,Sports,2
T005678,261e7173,2021-08-04,13.38,Home Decor,2
T005679,044ba4b8,2022-11-07,16.8,Clothing,2
T005680,487ce642,2025-03-23,64.79,Food,4
T005681,7e58732d,2024-08-19,21.39,Beauty,3
T005682,747fb22b,2024-05-25,14.84,Electronics,1
T005683,33020bae,2024-12-19,80.1,Beauty,1
T005684,54ace960,2021-07-30,18.52,Home Decor,2
T005685,eab7c991,2024-10-09,185.67,Sports,2
T005686,973c4b49,2024-11-09,25.84,Beauty,1
T005687,a3a21e5b,2025-03-02,13.48,Clothing,1
T005688,8faee8c8,2025-03-28,22.68,Sports,1
T005689,9ae5a352,2025-03-29,84.04,Food,5
T005690,ec4a2adc,2025-01-14,13.21,Sports,3
T005691,499f2c67,2025-03-22,21.28,Clothing,1
T005692,d371b840,2025-01-28,13.55,Books,3
T005693,64a7224f,2025-02-20,12.6,Food,1
T005694,848d7121,2024-09-01,22.7,Sports,3
T005695,bac26ddd,2023-11-02,15.41,Beauty,1
T005696,62c0f4d0,2024-12-31,39.11,Beauty,1
T005697,3311e5d2,2025-03-22,18.07,Clothing,1
T005698,b90d0e04,2023-01-31,29.52,Sports,1
T005699,3dbdd0a8,2023-11-30,66.03,Beauty,2
T005700,c7cd3ae3,2022-12-28,17.11,Food,1
T005701,33be1de8,2024-10-11,97.05,Beauty,1
T005702,db1b8b5b,2024-10-11,36.15,Beauty,2
T005703,760f2940,2024-04-14,12.39,Food,1
T005704,a6979797,2023-08-09,95.65,Electronics,2
T005705,981eef0f,2025-03-23,70.09,Sports,2
T005706,641e022a,2023-05-27,35.4,Food,1
T005707,50b5bce3,2022-02-25,79.77,Beauty,2
T005708,e9c3403c,2023-02-22,49.69,Beauty,1
T005709,965ca6f7,2025-03-24,9.59,Electronics,1
T005710,1d2750bd,2024-05-26,17.26,Sports,1
T005711,e74fc165,2024-02-14,18.32,Electronics,1
T005712,46465a49,2022-03-03,44.22,Clothing,1
T005713,7d36d433,2022-11-07,23.15,Clothing,2
T005714,7217b16a,2024-10-31,58.9,Clothing,3
T005715,4ac463c8,2024-10-12,35.09,Home Decor,2
T005716,12ef1a34,2023-12-20,38.59,Beauty,1
T005717,fcd16b0d,2021-03-19,110.41,Books,4
T005718,f4f81ab6,2025-02-01,28.87,Clothing,1
T005719,d44df88b,2023-01-12,36.8,Sports,1
T005720,ef8a4579,2022-05-11,22.93,Books,3
T005721,1217c4ff,2021-10-01,36.57,Food,2
T005722,18a85263,2024-09-11,47.91,Beauty,1
T005723,f27cc3c5,2023-09-07,9.75,Sports,1
T005724,5f9eb94b,2024-02-14,16.86,Beauty,5
T005725,e5a01cbc,2023-10-26,87.15,Beauty,1
T005726,6b741b0d,2023-09-11,45.14,Electronics,3
T005727,988803c4,2023-02-24,39.61,Beauty,3
T005728,e4231694,2025-04-07,24.65,Home Decor,1
T005729,07a7c7e9,2023-05-20,61.21,Books,3
T005730,a4bdeef4,2024-12-28,5.0,Electronics,3
T005731,0556baa4,2024-04-13,16.4,Beauty,2
T005732,ffc39701,2021-07-11,12.53,Books,2
T005733,3774b3b0,2020-09-02,11.69,Home Decor,5
T005734,b433cf2c,2024-07-30,16.37,Food,1
T005735,14a90d35,2023-11-12,21.66,Electronics,3
T005736,210ee93a,2023-06-09,42.32,Beauty,1
T005737,7dec9ec4,2025-01-25,14.02,Electronics,2
T005738,7c2b3797,2025-03-07,36.7,Home Decor,4
T005739,8d65a883,2023-05-03,89.8,Beauty,4
T005740,50b5bce3,2024-01-28,39.4,Clothing,1
T005741,d79608aa,2022-08-08,15.31,Beauty,2
T005742,1c3f4861,2025-04-10,12.91,Sports,2
T005743,a55db17e,2024-03-19,19.59,Home Decor,1
T005744,62c0f4d0,2023-12-05,40.13,Electronics,5
T005745,08af8d67,2024-05-16,39.9,Books,1
T005746,9a5e1ffe,2023-03-12,14.65,Home Decor,2
T005747,cfbfc866,2024-05-31,20.51,Electronics,2
T005748,e0f99903,2024-11-14,14.59,Home Decor,4
T005749,6aaf4ab5,2024-07-01,36.39,Food,4
T005750,94c7206f,2024-12-27,15.99,Clothing,4
T005751,f0a2b4c7,2025-02-21,9.65,Sports,1
T005752,33c7ce32,2024-06-12,13.07,Sports,2
T005753,39a24893,2024-07-25,38.41,Food,1
T005754,a2a4bfc4,2025-04-01,22.85,Sports,1
T005755,ce35e02b,2025-04-06,132.51,Food,2
T005756,8d15d09a,2023-11-20,17.42,Home Decor,1
T005757,436de3a2,2024-12-10,7.91,Beauty,5
T005758,60319308,2024-07-08,55.12,Clothing,2
T005759,06ca7af6,2024-09-22,8.45,Clothing,2
T005760,9465d06d,2020-10-19,23.72,Books,1
T005761,595ef2ef,2023-11-18,16.3,Beauty,1
T005762,f6f007cc,2025-03-31,18.21,Electronics,1
T005763,6fe976ac,2024-06-17,14.86,Electronics,1
T005764,438acf94,2024-05-25,38.02,Electronics,1
T005765,eb9002a6,2023-07-17,17.76,Food,2
T005766,12ef1a34,2023-11-24,33.75,Sports,3
T005767,3a777e1c,2023-09-19,53.83,Electronics,2
T005768,8d15d09a,2024-02-13,7.37,Clothing,1
T005769,34587443,2024-02-12,8.86,Books,4
T005770,62cd4540,2024-07-22,13.07,Sports,2
T005771,270b7d30,2025-01-01,61.99,Home Decor,2
T005772,4f374deb,2021-11-17,14.11,Books,4
T005773,e74fc165,2025-01-26,9.58,Clothing,5
T005774,bb79ecc6,2023-06-10,67.79,Sports,3
T005775,b15ada54,2025-04-02,42.02,Electronics,2
T005776,d8d75895,2025-01-24,38.27,Electronics,1
T005777,ec6b6f21,2024-06-21,17.62,Electronics,3
T005778,8928823b,2023-03-11,77.15,Beauty,1
T005779,ea9d33e9,2024-09-13,19.62,Clothing,3
T005780,d371b840,2025-01-06,20.82,Sports,1
T005781,167622fb,2025-03-19,38.27,Books,1
T005782,a33f3ea1,2022-05-19,37.26,Food,1
T005783,e068bcee,2022-06-07,33.94,Food,1
T005784,e2660129,2023-05-22,13.79,Electronics,2
T005785,643c2c04,2022-11-09,59.89,Electronics,2
T005786,c05e3c10,2024-12-14,55.08,Food,2
T005787,5fbd8f1c,2025-01-26,22.23,Electronics,1
T005788,b7ddb960,2022-03-04,22.84,Home Decor,1
T005789,91987a5b,2022-07-20,16.11,Sports,2
T005790,70cce195,2023-08-22,56.42,Beauty,2
T005791,eddb3296,2024-03-10,37.05,Home Decor,1
T005792,263ebab1,2024-06-27,13.63,Beauty,1
T005793,c85d55f3,2023-06-19,27.22,Books,1
T005794,32d5bf8f,2025-03-05,16.19,Home Decor,1
T005795,9cef6aca,2025-03-11,42.64,Electronics,1
T005796,eddb3296,2023-10-27,37.32,Sports,3
T005797,bc20f007,2024-07-27,20.41,Beauty,3
T005798,d350e4bf,2023-01-27,17.47,Clothing,5
T005799,1c4a40f3,2023-11-27,23.04,Food,3
T005800,9e9bbdaa,2022-09-07,14.35,Electronics,1
T005801,249dd12c,2025-01-15,16.89,Clothing,2
T005802,29db4b5e,2024-12-19,17.18,Food,2
T005803,39a24893,2024-04-19,35.66,Electronics,1
T005804,cae7218c,2023-02-21,48.55,Sports,1
T005805,42d4499e,2024-12-07,54.97,Food,3
T005806,13cfaabf,2024-08-05,41.54,Sports,2
T005807,8220fa10,2024-02-17,17.44,Electronics,1
T005808,96b96046,2025-02-19,22.34,Clothing,3
T005809,a6979797,2025-01-06,104.03,Food,4
T005810,8d15d09a,2024-12-04,21.92,Books,3
T005811,38dae4ff,2022-01-08,110.56,Books,1
T005812,9da25915,2024-07-28,30.78,Books,2
T005813,c35dc5bc,2024-09-29,14.99,Food,2
T005814,31893341,2023-08-06,37.26,Electronics,2
T005815,0556baa4,2023-03-29,9.48,Sports,1
T005816,f7a56e1f,2023-09-23,31.3,Sports,1
T005817,09e8dd3a,2024-11-13,18.43,Electronics,1
T005818,e894289a,2024-01-15,53.84,Clothing,1
T005819,68999d1c,2024-10-02,25.44,Clothing,6
T005820,9fc1570b,2025-02-16,34.02,Clothing,2
T005821,0a105743,2022-02-14,16.2,Sports,3
T005822,c16ace61,2025-04-01,57.3,Food,3
T005823,33c7ce32,2022-09-10,20.06,Clothing,1
T005824,d5f6dffa,2024-08-16,17.37,Electronics,1
T005825,5459df6e,2024-12-13,88.74,Beauty,5
T005826,88a25f89,2023-05-27,10.34,Electronics,1
T005827,c16ace61,2024-01-05,29.47,Electronics,1
T005828,f5a0f3fc,2022-12-14,47.1,Electronics,2
T005829,82bbd4ed,2023-09-26,51.02,Books,1
T005830,3c771227,2024-03-11,16.2,Clothing,1
T005831,5d72a43e,2023-06-04,33.58,Books,3
T005832,436de3a2,2024-07-15,19.12,Clothing,1
T005833,145e335d,2024-09-20,19.48,Electronics,1
T005834,eab7c991,2024-02-22,130.75,Home Decor,1
T005835,b4c0ad1e,2023-02-02,18.56,Home Decor,1
T005836,f673631c,2025-02-05,26.33,Food,1
T005837,62cd4540,2024-08-19,17.17,Home Decor,2
T005838,5d4394a2,2025-03-07,18.81,Books,1
T005839,28e86d26,2025-02-01,18.97,Electronics,3
T005840,e84f6595,2022-10-02,19.37,Clothing,3
T005841,2140c997,2024-05-24,14.99,Sports,3
T005842,f3174973,2022-05-01,26.26,Home Decor,1
T005843,baf06705,2023-12-27,55.19,Clothing,2
T005844,777f2d6a,2021-04-21,16.01,Clothing,3
T005845,7f00729e,2023-07-21,16.21,Clothing,5
T005846,bd33dce1,2022-12-27,10.56,Sports,1
T005847,c702035c,2023-08-04,77.4,Electronics,5
T005848,e9cb35ed,2024-03-12,15.49,Electronics,2
T005849,d849e658,2024-01-30,41.24,Books,2
T005850,10884981,2024-10-13,22.35,Clothing,1
T005851,797d805c,2021-05-02,30.93,Sports,1
T005852,e894289a,2023-04-29,45.52,Beauty,3
T005853,88d62a62,2024-12-30,19.78,Clothing,1
T005854,760f2940,2022-12-06,6.05,Electronics,3
T005855,786e177b,2022-04-13,17.31,Sports,4
T005856,18fec8ab,2024-05-05,38.61,Home Decor,2
T005857,79efc825,2024-09-29,34.9,Electronics,3
T005858,3bf50a63,2023-01-20,27.42,Electronics,5
T005859,a6979797,2024-06-19,129.4,Electronics,4
T005860,68999d1c,2022-10-21,23.61,Clothing,5
T005861,ece55a9d,2024-02-26,64.68,Beauty,3
T005862,cc641140,2022-02-16,15.07,Home Decor,1
T005863,db6bd915,2024-05-20,32.76,Sports,3
T005864,b9f21877,2024-06-12,46.36,Clothing,2
T005865,14e3e582,2022-05-18,99.81,Electronics,3
T005866,e2660129,2023-11-23,24.1,Home Decor,1
T005867,777f2d6a,2025-02-18,13.58,Food,2
T005868,f3174973,2022-09-20,21.98,Books,1
T005869,dcb1e818,2024-11-14,32.69,Beauty,8
T005870,1d2750bd,2024-01-12,16.11,Sports,2
T005871,c6f98929,2024-06-21,25.95,Food,4
T005872,2f911ac6,2025-04-10,58.31,Books,6
T005873,801fc6f7,2025-03-04,42.59,Beauty,3
T005874,e0f99903,2024-12-18,20.37,Food,2
T005875,29db4b5e,2024-01-14,12.78,Electronics,2
T005876,d5f6dffa,2024-02-02,26.76,Books,3
T005877,8ae69396,2023-09-19,33.62,Sports,4
T005878,ded967c9,2024-10-02,13.34,Home Decor,2
T005879,1e51cbd6,2025-02-25,46.21,Food,4
T005880,32d5bf8f,2025-02-24,21.73,Home Decor,2
T005881,a143fa34,2022-11-26,15.34,Beauty,4
T005882,2b46a5f8,2024-12-13,23.42,Clothing,1
T005883,fb581a7c,2025-03-08,34.33,Clothing,3
T005884,9b13d416,2024-10-06,16.57,Home Decor,1
T005885,d2bd279f,2023-05-10,18.38,Home Decor,2
T005886,61f6bb2c,2023-12-29,14.21,Books,2
T005887,64a982e5,2023-12-06,35.34,Books,1
T005888,786e177b,2024-02-03,11.85,Sports,3
T005889,883f3a5c,2025-03-26,14.46,Food,1
T005890,481763b7,2024-12-18,21.94,Home Decor,1
T005891,667fc53d,2024-12-29,9.74,Beauty,3
T005892,a51d01de,2025-01-02,35.91,Sports,2
T005893,1a30fed6,2024-01-27,31.66,Sports,1
T005894,57fed18c,2024-12-17,43.03,Food,1
T005895,e1bb6342,2022-08-06,40.09,Sports,1
T005896,167c3478,2024-12-11,28.26,Electronics,3
T005897,28e86d26,2025-02-14,17.9,Food,6
T005898,4d49cfbb,2023-07-29,92.99,Sports,3
T005899,667fc53d,2025-03-22,20.21,Clothing,1
T005900,89705c9a,2024-11-06,28.01,Food,1
T005901,4b0f3b21,2024-10-01,19.16,Books,1
T005902,0a78a2b8,2024-04-18,85.91,Food,1
T005903,5f4f3aec,2024-05-08,36.31,Food,3
T005904,21d9ac85,2024-05-31,17.6,Food,1
T005905,6be876aa,2023-02-06,30.46,Beauty,2
T005906,c6942143,2024-10-03,18.93,Clothing,2
T005907,d371b840,2025-02-08,16.29,Home Decor,1
T005908,7698bf76,2024-07-30,10.18,Food,1
T005909,4cfedfa2,2021-11-10,21.1,Home Decor,1
T005910,437293ef,2025-03-07,97.14,Beauty,1
T005911,3774b3b0,2023-03-27,9.49,Beauty,2
T005912,53b208c7,2023-12-08,51.7,Food,2
T005913,c3edd50e,2024-05-18,34.88,Beauty,2
T005914,29d54a66,2025-02-09,58.88,Food,1
T005915,c5f160ac,2025-03-17,39.99,Clothing,1
T005916,f87cfbd3,2025-02-19,15.33,Sports,5
T005917,88a25f89,2023-09-18,14.34,Sports,1
T005918,452c7cb5,2023-03-13,19.01,Books,3
T005919,ad9942d7,2025-03-03,39.57,Home Decor,2
T005920,90129547,2023-08-13,38.33,Beauty,2
T005921,b0e1c25b,2022-10-06,51.47,Electronics,5
T005922,3180be32,2023-08-13,15.59,Sports,1
T005923,15381d05,2024-10-25,9.53,Home Decor,2
T005924,59619e1e,2025-02-10,17.24,Sports,2
T005925,5f59570e,2025-04-02,36.89,Sports,3
T005926,79310115,2024-10-14,53.05,Books,3
T005927,a55db17e,2023-03-31,15.02,Home Decor,2
T005928,fa9a1df9,2024-09-19,11.51,Food,2
T005929,6e078108,2024-06-05,14.76,Home Decor,1
T005930,ab4bf5c0,2021-11-20,62.01,Food,3
T005931,abc2ad94,2025-02-13,113.92,Home Decor,2
T005932,b3f6251a,2024-04-20,17.16,Beauty,4
T005933,e8169997,2025-03-27,9.38,Electronics,4
T005934,1a3faa13,2023-01-29,17.1,Food,1
T005935,53dac413,2024-12-18,61.01,Sports,1
T005936,35a75eac,2024-12-18,16.66,Electronics,3
T005937,263ebab1,2022-11-24,15.64,Electronics,2
T005938,1c4a40f3,2021-12-29,29.6,Beauty,1
T005939,54ace960,2023-10-30,37.95,Books,3
T005940,74ee2b95,2020-12-13,10.73,Books,1
T005941,83e3f0d8,2022-05-23,16.56,Electronics,1
T005942,88d62a62,2025-03-19,11.7,Books,1
T005943,5371a919,2025-03-17,20.69,Sports,2
T005944,28a9a963,2025-01-29,5.0,Sports,1
T005945,5336796c,2022-04-19,5.0,Food,1
T005946,5f81220a,2023-03-04,30.6,Food,2
T005947,0250db30,2025-04-04,14.21,Sports,2
T005948,c046891e,2024-12-10,13.37,Books,2
T005949,c6ed2150,2023-09-14,12.62,Books,1
T005950,60319308,2024-07-23,29.77,Clothing,2
T005951,6d3ea340,2024-01-20,86.51,Electronics,4
T005952,c5ee75e1,2024-07-16,39.13,Beauty,3
T005953,c35dfff3,2024-10-19,15.59,Food,2
T005954,0a231e56,2023-11-26,15.24,Sports,4
T005955,1a2d1a1e,2024-04-04,15.01,Food,1
T005956,fa3c0d2c,2024-02-06,14.52,Electronics,3
T005957,10fb794e,2024-12-02,22.04,Food,3
T005958,f6f007cc,2025-04-02,10.19,Sports,3
T005959,52717257,2024-06-28,20.18,Electronics,2
T005960,e00ad109,2021-01-24,56.82,Electronics,2
T005961,fcd16b0d,2023-01-17,48.46,Books,2
T005962,c5f160ac,2025-03-11,32.32,Beauty,4
T005963,46465a49,2021-09-29,52.59,Beauty,1
T005964,31e301b4,2024-08-25,45.0,Books,3
T005965,9cef6aca,2024-03-18,27.38,Home Decor,4
T005966,258df59b,2024-08-15,63.77,Books,1
T005967,48a99d99,2021-11-13,22.61,Clothing,2
T005968,52e411d5,2024-09-29,17.12,Home Decor,1
T005969,210ee93a,2023-07-26,73.79,Sports,1
T005970,2c970e52,2024-08-17,13.38,Home Decor,3
T005971,89f298a6,2023-11-28,18.78,Electronics,2
T005972,7338d73f,2022-01-14,122.92,Sports,2
T005973,f61db58a,2022-01-26,25.55,Books,1
T005974,6be876aa,2024-04-08,47.55,Food,1
T005975,4ce16d9a,2023-01-24,18.21,Food,1
T005976,bc20f007,2023-06-30,5.0,Books,2
T005977,67feb7bf,2022-09-23,68.0,Books,1
T005978,8a5b9599,2024-03-17,8.33,Food,2
T005979,60b1d00c,2022-09-09,24.28,Beauty,2
T005980,7b3778df,2024-06-24,46.75,Home Decor,1
T005981,96f7fd47,2025-01-16,20.77,Food,1
T005982,c6f98929,2025-01-06,19.39,Food,1
T005983,909a6456,2024-03-17,30.45,Clothing,1
T005984,6fafd129,2023-05-11,60.12,Beauty,1
T005985,9c5af8a7,2025-04-07,12.46,Books,3
T005986,74fedd36,2025-02-15,40.71,Books,2
T005987,ee94e195,2023-10-03,14.9,Beauty,2
T005988,07742ef7,2024-08-16,56.21,Electronics,2
T005989,08af8d67,2024-01-11,22.97,Clothing,2
T005990,66ce9c5a,2025-02-04,71.51,Electronics,1
T005991,e12ebe68,2024-07-18,44.44,Electronics,2
T005992,54ace960,2022-06-22,23.45,Beauty,2
T005993,e0e1628a,2024-05-04,43.86,Home Decor,1
T005994,1a30fed6,2021-12-11,41.31,Sports,1
T005995,7338d73f,2021-05-20,85.34,Electronics,3
T005996,e704bbef,2024-03-09,55.49,Sports,1
T005997,5b612b8b,2022-07-29,23.3,Beauty,1
T005998,93e63cbc,2021-11-09,35.35,Electronics,2
T005999,1dc5ade4,2024-04-11,28.05,Sports,2
T006000,28528260,2025-01-23,84.4,Electronics,1
T006001,ee94e195,2024-07-12,34.02,Food,2
T006002,c5087939,2024-08-12,52.69,Beauty,1
T006003,80a093cc,2024-09-11,14.53,Clothing,2
T006004,3267775a,2023-01-19,74.97,Home Decor,3
T006005,94dc73b7,2024-12-21,15.07,Electronics,1
T006006,50d8f3ec,2022-06-04,10.24,Clothing,3
T006007,d42fbf23,2025-04-04,72.63,Clothing,5
T006008,8e91a0af,2025-01-12,8.14,Sports,1
T006009,b3aee377,2024-08-03,74.46,Beauty,2
T006010,2b46a5f8,2024-04-06,13.55,Beauty,1
T006011,d1c01e85,2025-03-05,29.98,Clothing,1
T006012,b5072dd8,2023-04-06,49.28,Food,3
T006013,ea9d33e9,2023-07-04,31.26,Sports,1
T006014,f983c12c,2022-02-10,33.15,Food,7
T006015,801fc6f7,2024-11-12,63.89,Home Decor,3
T006016,34049b70,2023-10-07,49.86,Beauty,1
T006017,29db4b5e,2025-02-04,22.02,Home Decor,2
T006018,3ebc212c,2023-01-30,17.37,Food,3
T006019,5b5f8c73,2025-03-17,17.82,Home Decor,1
T006020,0e2ced04,2022-11-21,14.46,Clothing,1
T006021,45d9748f,2023-01-27,12.68,Food,1
T006022,cdfb7bef,2022-11-10,16.64,Electronics,1
T006023,e9c3403c,2023-03-25,44.66,Food,1
T006024,8b6ad83f,2023-03-25,31.24,Books,4
T006025,92ea069f,2024-12-25,39.53,Electronics,2
T006026,0bba0348,2025-01-31,5.0,Electronics,2
T006027,1c7711a3,2023-11-17,10.31,Electronics,1
T006028,88d62a62,2024-12-01,13.05,Sports,3
T006029,e3411dee,2024-05-05,29.28,Sports,1
T006030,86e40349,2022-02-21,13.68,Clothing,4
T006031,0a231e56,2024-01-09,13.49,Food,1
T006032,64b31aec,2024-04-25,62.92,Books,1
T006033,bd66c34d,2023-12-14,93.13,Sports,2
T006034,4f374deb,2022-05-02,30.57,Clothing,3
T006035,f386860f,2023-06-29,40.74,Beauty,2
T006036,d4deed91,2025-03-28,13.26,Food,1
T006037,d39c0e2e,2024-06-17,16.86,Beauty,1
T006038,bc20f007,2024-10-04,16.76,Electronics,2
T006039,55080b80,2025-04-07,13.29,Electronics,2
T006040,6b5c1159,2025-02-23,40.82,Sports,5
T006041,10fb794e,2023-10-01,16.25,Beauty,1
T006042,83b62694,2025-01-14,28.0,Electronics,1
T006043,5dcc4004,2023-04-08,27.2,Clothing,1
T006044,75835028,2021-05-12,86.42,Beauty,1
T006045,77983459,2024-09-08,23.91,Books,1
T006046,263ebab1,2024-11-26,11.86,Electronics,3
T006047,72aadf4b,2025-03-18,40.58,Home Decor,2
T006048,ab9c5a4a,2025-01-07,10.96,Sports,1
T006049,f8898103,2025-03-04,21.62,Food,2
T006050,c2baddce,2025-02-28,14.93,Electronics,3
T006051,48fbb809,2023-07-17,18.96,Home Decor,3
T006052,001f14f4,2024-11-30,27.43,Books,1
T006053,e597ef30,2022-11-13,10.85,Food,3
T006054,3311e5d2,2025-03-17,22.96,Electronics,2
T006055,9d8438f1,2025-03-20,25.5,Food,5
T006056,d1b21591,2024-07-20,29.96,Clothing,4
T006057,ec84fdda,2025-04-06,12.97,Books,3
